;period;start;end;n;missing;start;end;n;log;adjust;lp;;;ntd;nmh;td-derived;;;td-ftest;easter;;;nout;noutao;noutls;nouttc;noutso;td(1);;;td(2);;;td(3);;;td(4);;;td(5);;;td(6);;;out(1);;;out(2);;;out(3);;;out(4);;;out(5);;;out(6);;;out(7);;;out(8);;;out(9);;;out(10);;;out(11);;;out(12);;;out(13);;;out(14);;;out(15);;;out(16);;;out(17);;;out(18);;;out(19);;;out(20);;;out(21);;;out(22);;;out(23);;;out(24);;;out(25);;;out(26);;;;neffectiveobs;np;logvalue;adjustedlogvalue;ssqerr;aic;aicc;bic;bicc;ser;ser-ml;mean;skewness;;;kurtosis;;;dh;lb;lb2;;;seaslb;bp;bp2;seasbp;nudruns;ludruns;nruns;lruns;arima;mean;p;d;q;bp;bd;bq;phi(1);phi(2);phi(3);bphi(1);th(1);th(2);bth(1);seasonality;parameters_cutoff;model_changed;tvar-estimator;tvar-estimate;tvar-pvalue;savar-estimator;savar-estimate;savar-pvalue;svar-estimator;svar-estimate;svar-pvalue;ivar-estimator;ivar-estimate;ivar-pvalue;tscorr-estimator;tscorr-estimate;tscorr-pvalue;ticorr-estimator;ticorr-estimate;ticorr-pvalue;sicorr-estimator;sicorr-estimate;sicorr-pvalue;;;method;cycle;seasonality;irregular;tdh;others;total;logstat;levelstat;fcast-insample-mean;fcast-outsample-mean;fcast-outsample-variance;seas-lin-f;seas-lin-qs;seas-lin-kw;seas-lin-friedman;seas-lin-periodogram;seas-lin-spectralpeaks;seas-si-combined;seas-si-evolutive;seas-si-stable;seas-res-f;seas-res-qs;seas-res-kw;seas-res-friedman;seas-res-periodogram;seas-res-spectralpeaks;seas-res-combined;seas-res-combined3;seas-res-evolutive;seas-res-stable;seas-i-f;seas-i-qs;seas-i-kw;seas-i-periodogram;seas-i-spectralpeaks;seas-i-combined;seas-i-combined3;seas-i-evolutive;seas-i-stable;seas-sa-f;seas-sa-qs;seas-sa-kw;seas-sa-friedman;seas-sa-periodogram;seas-sa-spectralpeaks;seas-sa-combined;seas-sa-combined3;seas-sa-evolutive;seas-sa-stable;seas-sa-ac1;td-sa-all;td-sa-last;td-i-all;td-i-last;td-res-all;td-res-last;ic-ratio-henderson;ic-ratio;msr-global;msr(1);msr(2);msr(3);msr(4);msr(5);msr(6);msr(7);msr(8);msr(9);msr(10);msr(11);msr(12);trendfilter;seasfilter;m1;m2;m3;m4;m5;m6;m7;m8;m9;m10;m11;q;q-m2;definition;;annual totals;;spectral seas peaks;spectral td peaks;normality;;independence;;spectral td peaks;;spectral seas peaks;;number of outliers;;mean;;mse;;q;;q-m2;;seas variance;;irregular variance;;seas/irr cross-correlation;;qs test on sa;;qs test on i;;f-test on sa (seasonal dummies);;f-test on i (seasonal dummies);;combined seasonality test on sa;;combined seasonality test on sa (last 3 years);;combined seasonality test on irregular;;f-test on sa (td);;f-test on i (td);;quality
RF2823;12;2012-01-31;2021-09-30;117;0;2012-01-31;2021-09-30;117;0;;;;;0;0;;;;;;;;1;0;0;1;0;;;;;;;;;;;;;;;;;;;TC (4-2020);-70,204662;-5,6057;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;116;3;-484,77985027;-484,77985027;28611,487024839;975,55970054;975,773986255;983,820471114;5,589931821;15,842283811;15,705118599;-1,187979;Normal with Mean = 0.0 and Stdev = 0.227429413073671;0,343397;0,1311;Normal with Mean = 3.0 and Stdev = 0.454858826147342;2,964705;0,9382;2,536795;27,522894;Chi2 with 23 degrees of freedom ;9,577509;0,9936;1,616474;23,81531;8,377135;1,424689;1,553639;4,987909;0,988734;9,933668;(0,1,1)(0,0,0);0;0;1;1;0;0;0;;;;;-0,873682;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,144877895;0,174830993;0,541870801;0;0,267673965;1,129253653;;;0,379976395;0,357111617;0,979846414;0,129968184;0,411879193;0,440084227;0,234415551;0,182186171;-T.--.--.--.--.--;None;0,088299049;0,069837894;0,088037952;0,445643076;0,2105126;0,254000937;0,08349475;-T.--.a-.--.--.--;None;None;0,287446805;0,083937226;0,993940805;1;0,999902505;0,951181049;--.--.--.--.--.--;None;None;0,257431381;0,993360172;0,994153103;1;0,99998842;0,966015407;0,962802326;--.--.--.--.--.--;None;None;0,601553985;0,990194618;-0,568841141;0,000207634;0,000000397;0,000462264;0,000002485;0,001567658;0,000073647;9,026436923;14,428755479;5,378608929;5,452841118;10,458657398;6,280157908;6,868544788;6,339614702;4,803640484;4,949180437;3,140858304;7,744857359;5,42181832;4,361188144;3,258361412;23-Henderson;3x9;3;3;2,85840517;0,371591924;3;0,551443571;1,874491583;1,261955509;1,070041347;1,356061165;1,283479344;2,090886396;1,964300957;Good;0;Good;0,002;Bad;Bad;Good;0,281;Good;0,234;Severe;0,001;Good;0,148;Good;0,009;Good;0,357;Good;0,98;Severe;2,091;Bad;1,964;;;;;;;Good;1;Good;1;Good;0,83;Good;0,877;Good;0,939;Good;0,36;Good;0,987;Severe;0;Severe;0;Severe
RF2825;12;2012-01-31;2021-09-30;117;0;2012-01-31;2021-09-30;117;0;;Leap year;0,498877;0,1346;7;1;td-derived;-4,42569;-3,6937;0,000000001;Easter [15];-6,429056;-2,5656;2;1;0;1;0;Monday;3,960667;3,2431;Tuesday;3,220199;2,5968;Wednesday;-1,13709;-0,9491;Thursday;-2,825816;-2,3133;Friday;5,085417;4,0888;Saturday;-3,877686;-3,2268;TC (3-2020);-52,525477;-8,4379;AO (12-2012);26,885652;4,569;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104;13;-343,582476388;-343,582476388;4083,092115361;713,164952776;717,20939722;747,542034465;4,20611021;6,66193936;6,265820067;-0,520888;Normal with Mean = 0.0 and Stdev = 0.2401922307076307;0,33176;0,1672;Normal with Mean = 3.0 and Stdev = 0.4803844614152614;2,514169;0,3119;4,193943;12,14158;Chi2 with 22 degrees of freedom ;20,034804;0,5809;0,910301;10,625767;17,394786;0;-0,469237;1,03245;-0,501157;31,618273;(0,1,1)(0,1,1);0;0;1;1;0;1;1;;;;;-0,442324;;-0,755768;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,113640858;0,602542071;0,04771126;0,050116724;0,174610212;0,988621124;;;0,823815043;0,46669557;0,055724728;0;0;0,000000005;0;0;--.AT.AT.AT.AT.At;Present;0,144779475;0;0,292903268;1;0,286272442;0,525205279;0,317154654;--.-t.--.-t.--.At;None;None;0,202759994;0,277608948;0,807761774;1;0,997635434;0,844558954;--.--.--.--.--.A-;None;None;0,89679972;0,80560804;0,955140601;1;0,999992515;0,928657614;0,932253581;--.--.--.--.--.A-;None;None;0,045227346;0,962438949;-0,343184231;0,986982546;0,797184224;0,999201566;0,9061852;0,975101062;0,970451393;3,625423863;4,533607083;4,361813976;6,374999791;9,765811751;4,813938031;9,4275319;4,842133522;3,592173071;2,936290331;2,47584154;7,44291688;1,799031541;4,914388113;3,455948762;13 terms Henderson moving average;3x5;0,302670239;0,234149759;0,766752075;0,400175918;0,95264787;0,14472559;0,251435691;0,366496036;0,26917244;0,45399804;0,443686773;0,409639213;0,431328921;Good;0;Good;0,003;Bad;Good;Good;0,123;Good;0,954;Good;0,913;Good;0,406;Good;0,017;Good;0,467;Uncertain;0,056;Good;0,41;Good;0,431;;;;;;;Good;1;Good;1;Good;0,914;Good;0,721;Good;0,305;Good;0,602;Good;0,538;Good;0,797;Good;0,906;Good
RF2829;12;2012-01-31;2021-09-30;117;0;2012-01-31;2021-09-30;117;1;1;;;;6;0;td-derived;-0,025346;-1,8132;0,000000112;;;;2;0;1;1;0;Monday;-0,006229;-0,4486;Tuesday;0,030177;2,1621;Wednesday;-0,010593;-0,7629;Thursday;0,012402;0,8648;Friday;0,046567;3,2251;Saturday;-0,046979;-3,4047;LS (8-2019);0,218089;10,7701;TC (3-2020);-0,347927;-5,9298;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;105;11;136,717884381;-352,580638364;0,40660022;727,161276729;729,999986406;756,354840581;-5,110650868;0,065421727;0,062228475;0,123091;Normal with Mean = 0.0 and Stdev = 0.23904572186687872;-0,020626;0,9312;Normal with Mean = 3.0 and Stdev = 0.47809144373375745;2,952867;0,9215;0,181635;19,450882;Chi2 with 22 degrees of freedom ;29,171726;0,14;0;16,843803;25,184087;0;-0,389132;3,920731;-1,057762;8,208608;(1,0,0)(0,1,1);0;1;0;0;0;1;1;-0,225428;;;;;;-0,791603;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,033620522;0,448210795;0,104414661;0,067485075;0,345478003;0,999209057;;;0,932714527;0,619500782;0,131628771;0;0;0;0;0;--.AT.AT.At.aT.At;Present;0,911863163;0;0,647240137;1;0,429236371;0,410076369;0,683960767;--.--.a-.--.--.--;None;None;0,61566775;0,630150786;0,994590269;1;0,999991373;0,997213682;--.--.--.--.--.--;None;None;0,841837645;0,993803394;0,99559028;1;0,997906096;0,999117253;0,996386907;--.--.--.--.--.--;None;None;0,283137394;0,996649435;-0,438122882;0,999213533;0,991942353;0,999529803;0,996553159;0,967461107;0,980179688;4,971137791;12,453769141;4,369401663;2,503043498;6,064050449;7,526453116;2,435183051;4,533693264;6,189630635;5,070451763;1,701057818;3,424656672;9,501521329;7,772709451;4,376935448;23-Henderson;3x5;1,616378973;0,994572711;1,55990759;0,228671953;3;0,147760665;0,367338453;0,574824537;0,461145651;0,774488115;0,757808099;0,990032161;0,989470969;Good;0;Good;0,005;Good;Good;Good;0,913;Good;0,617;Good;0,6;Good;0,24;Good;0,017;Good;0,62;Good;0,132;Good;0,99;Good;0,989;;;;;;;Good;1;Good;1;Good;0,997;Good;0,995;Good;0,869;Good;0,499;Good;0,996;Good;0,992;Good;0,997;Good
RF2830;12;2012-01-31;2021-09-30;117;0;2012-01-31;2021-09-30;117;0;;Leap year;0,55045;0,1063;7;0;td-derived;-5,223758;-3,2967;0,000143444;;;;3;1;1;1;0;Monday;4,190397;2,6687;Tuesday;3,312093;2,0108;Wednesday;-2,947837;-1,7803;Thursday;0,661555;0,3957;Friday;1,828442;1,0745;Saturday;-1,820892;-1,1406;TC (3-2020);-54,352258;-5,4217;LS (8-2013);-26,002688;-4,0817;AO (4-2020);-30,438388;-3,6503;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;105;13;-387,762465654;-387,762465654;9354,124324992;801,524931308;805,524931308;836,02641586;5,021493462;10,029056884;9,438585611;0,514997;Normal with Mean = 0.0 and Stdev = 0.23904572186687872;0,249481;0,2966;Normal with Mean = 3.0 and Stdev = 0.47809144373375745;4,084562;0,0233;7,179996;10,253578;Chi2 with 22 degrees of freedom ;9,802358;0,988;0,004548;9,001298;8,348237;0;-1,089568;36,444937;-0,286018;2,213788;(1,0,0)(0,1,1);0;1;0;0;0;1;1;-0,661158;;;;;;-0,609516;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,060686796;0,659848488;0,033144484;0,011844661;0,201483653;0,967008081;;;0,90137501;0,351799479;0,751507391;0;0;0;0;0;A-.AT.AT.At.AT.aT;Present;0,189245977;0;0,44776644;1;0,517011365;0,499545314;0,549274908;At.--.-t.--.--.A-;None;None;0,549591967;0,422956195;0,609151378;1;0,972388752;0,697899277;--.--.--.--.--.a-;None;None;0,159706522;0,596367407;0,761858402;1;0,993662296;0,915354447;0,681601325;--.--.--.--.--.--;None;None;0,019184378;0,961378144;-0,242140606;0,963854251;0,989952121;0,978704797;0,963705466;0,987985349;0,964573113;3,44453568;3,780000314;3,609622651;1,874415214;3,524623503;2,137176381;4,792380959;4,463934129;4,019107297;1,35620988;4,573872075;9,661272225;3,214438954;14,112064398;6,725512457;13 terms Henderson moving average;3x5;0,276145779;0,17724984;0,724693559;0,057167988;0,723079367;0,15615094;0,228270369;0,402220506;0,341090652;0,503001827;0,485046914;0,351951077;0,373543364;Good;0;Good;0,004;Good;Good;Uncertain;0,028;Good;0,984;Good;0,109;Good;0,159;Good;0,026;Good;0,352;Good;0,752;Good;0,352;Good;0,374;;;;;;;Good;1;Good;1;Good;0,925;Good;0,659;Good;0,957;Good;0,731;Good;0,835;Good;0,99;Good;0,964;Good
RF2841;12;2012-01-31;2021-09-30;117;0;2012-01-31;2021-09-30;117;0;;;;;0;1;;;;;Easter [8];-14,381662;-1,9832;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104;4;-454,670929831;-454,670929831;29269,022576041;917,341859661;917,745900065;927,919423258;5,773866901;17,023287072;16,775962249;-0,033421;Normal with Mean = 0.0 and Stdev = 0.2401922307076307;-0,098382;0,6821;Normal with Mean = 3.0 and Stdev = 0.4803844614152614;2,959814;0,9333;0,333462;21,25776;Chi2 with 22 degrees of freedom ;14,474208;0,8838;0,939871;18,871235;12,418019;0;0,469237;0,908392;0,212552;7,567305;(0,1,1)(0,1,1);0;0;1;1;0;1;1;;;;;-0,606844;;-0,999811;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,356328805;0,286826008;0,297778249;0,011919795;0;0,952852858;;;0,943254835;0,834457578;0,415816298;0;0;0,028830388;0,000000017;0;--.--.AT.At.--.a-;Present;0,414364624;0;0,293573821;1;0,294061241;0,539056502;0,585250853;--.--.--.--.--.--;None;None;0,40447559;0,298807948;0,943367701;1;0,999909835;0,981908061;--.--.--.--.--.--;None;None;0,777102846;0,941886484;0,962798217;1;0,999878594;0,950086832;0,978434532;--.--.--.--.--.--;None;None;0,327084411;0,882688894;-0,486117224;0,42435632;0,141071424;0,596499548;0,25408588;0,679638933;0,204978749;4,838419758;8,410563451;7,358325364;4,644320393;5,92945537;10,500201413;9,890526577;5,676274948;9,189479217;7,56587622;7,852773848;9,238005765;4,53001739;6,73582792;9,02269768;23-Henderson;3x9;3;1,214945765;1,616771793;0,400175918;1,714693164;1,343330145;0,694237821;0,47793764;0,388585236;0,450873137;0,389172357;1,15019196;1,141175607;Good;0;Good;0,001;Good;Good;Good;0,846;Good;0,505;Good;0,102;Good;0,4;Good;0;Good;0,834;Good;0,416;Bad;1,15;Bad;1,141;;;;;;;Good;1;Good;1;Good;0,967;Good;0,957;Good;0,883;Good;0,952;Good;0,942;Good;0,141;Good;0,254;Good
RF2891;12;2012-01-31;2021-09-30;117;0;2012-01-31;2021-09-30;117;1;;;;;0;0;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104;3;-46,07751775;-530,223698673;13,142208065;1066,447397346;1066,687397346;1074,380570043;-1,979246649;0,358950104;0,355481906;0,93115;Normal with Mean = 0.0 and Stdev = 0.2401922307076307;0,073022;0,7611;Normal with Mean = 3.0 and Stdev = 0.4803844614152614;2,923321;0,8732;0,204994;30,35516;Chi2 with 22 degrees of freedom ;26,163595;0,2447;3,554561;25,885001;23,177142;0;-0,469237;3,984353;-1,761147;12,439125;(0,1,1)(0,1,1);0;0;1;1;0;1;1;;;;;-0,756541;;-0,782045;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,255567104;0,211956268;0,448857423;0;0;0,916380794;;;0,327420368;0,996372266;0,474987616;0,009584047;0,000442792;0,43749497;0,025523369;0,006353138;--.AT.--.At.--.--;ProbablyNone;0,815063917;0,000579908;0,323086947;1;0,379655682;0,272495945;0,060376307;--.--.--.--.A-.-t;None;None;0,942613273;0,310419757;0,929065718;1;0,999995888;0,981618828;--.--.--.--.--.--;None;None;0,608189574;0,924987844;0,940088682;1;0,998017081;0,983454466;0,981304523;--.--.--.--.--.--;None;None;0,000000434;0,762885449;-0,269337809;0,518642783;0,175407503;0,232893708;0,10249661;0,583005206;0,337799891;4,924317882;5,879876336;4,958915184;4,935853197;8,036323587;5,260917502;6,946827588;2,9509539;5,09761602;9,840930327;5,057516773;2,831338538;3,068318715;6,789605713;5,390177625;13 terms Henderson moving average;3x5;3;1,66561963;1,051435241;0,228671953;3;0,383566074;1,139440204;1,539085828;1,131196009;1,833785781;1,737316482;1,509875103;1,490625779;Good;0;Uncertain;0,012;Good;Good;Good;0,903;Good;0,11;Uncertain;0,031;Good;0,144;Good;0;Good;0,996;Good;0,475;Bad;1,51;Bad;1,491;;;;;;;Good;1;Good;1;Good;0,877;Good;0,818;Good;0,763;Good;0,918;Good;0,925;Good;0,175;Good;0,102;Good
RF2892;12;2012-01-31;2021-09-30;117;0;2012-01-31;2021-09-30;117;1;;;;;0;0;;;;;;;;1;1;0;0;0;;;;;;;;;;;;;;;;;;;AO (4-2020);-0,639927;-5,092;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104;5;46,194445937;-449,092881908;2,049975259;908,185763817;908,798008715;921,407718312;-3,747932756;0,143177347;0,140396939;2,036688;Normal with Mean = 0.0 and Stdev = 0.2401922307076307;-0,343054;0,1532;Normal with Mean = 3.0 and Stdev = 0.4803844614152614;4,821143;0,0002;13,970004;14,464222;Chi2 with 21 degrees of freedom ;25,6348;0,2207;0,164136;11,935373;22,286784;0,142457;0,703856;4,456638;-0,390506;4,72222;(0,1,1)(1,1,1);0;0;1;1;1;1;1;;;;-0,321977;-0,637113;;-0,999849;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,275649504;0,574346704;0,180985139;0;0,067824151;1,098805498;;;0,142917516;0,236962156;0,502398771;0;0;0,004437454;0,00000013;0;AT.At.-t.At.at.At;Present;0,768349822;0;0,424242788;0,92120951;0,137682925;0,444875783;0,626965297;a-.--.--.--.--.--;None;None;0,360856847;0,406217221;0,680304038;0,70024478;0,998183203;0,784107567;--.--.--.--.--.--;None;None;0,862034406;0,675545518;0,647669297;0,650816681;0,998248705;0,909683615;0,786117736;--.--.--.--.--.--;None;None;0,566692781;0,831520483;-0,410710685;0,303686641;0,834742192;0,372067351;0,737922117;0,57066947;0,712865751;5,0247525;5,858477005;5,217899338;6,181006038;8,496261235;4,953158304;7,555408296;7,872839282;4,275365545;2,838820584;5,657106431;7,391789592;2,713257629;4,606812755;6,397414846;13 terms Henderson moving average;3x5;1,429304929;0,427124034;1,040787129;0,028583994;1,187075362;0,487159735;0,525517484;0,769085333;0,533944128;0,823626074;0,652136163;0,720409531;0,756658301;Good;0;Good;0,008;Good;Good;Bad;0,001;Good;0,849;Good;0,157;Good;0,125;Good;0,009;Good;0,237;Good;0,502;Good;0,72;Good;0,757;;;;;;;Good;0,651;Good;0,633;Good;0,857;Good;0,876;Good;0,759;Good;0,581;Good;0,585;Good;0,835;Good;0,738;Good
RF2893;12;2012-01-31;2021-09-30;117;0;2012-01-31;2021-09-30;117;1;;;;;0;0;;;;;;;;1;0;0;1;0;;;;;;;;;;;;;;;;;;;TC (3-2020);-0,484664;-5,9073;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104;4;83,740648124;-374,733203952;1,084907145;757,466407904;757,870448308;768,043971501;-4,428923682;0,103641955;0,102136181;0,475701;Normal with Mean = 0.0 and Stdev = 0.2401922307076307;-0,2855;0,2346;Normal with Mean = 3.0 and Stdev = 0.4803844614152614;2,962049;0,937;1,545636;22,899209;Chi2 with 22 degrees of freedom ;24,587415;0,3172;1,117907;19,733456;21,700732;0,941269;0,703856;2,715574;-0,587655;11,045174;(0,1,1)(0,1,1);0;0;1;1;0;1;1;;;;;-0,793616;;-0,772836;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,066406415;0,719419608;0,1280952;0;0,092816443;1,006737666;;;0,523483673;0,651184231;0,488087486;0;0;0,000001157;0;0;A-.aT.AT.At.AT.-t;Present;0,576669252;0;0,835012434;0,571807125;0,898476528;0,46115184;0,525476282;--.--.--.--.a-.-t;None;None;0,035981227;0,839618678;0,983798107;1;0,999137494;0,950962325;--.--.--.--.a-.--;None;None;0,010100909;0,982552006;0,994014772;1;0,999994665;0,956028959;0,846596822;--.--.--.--.--.--;None;None;0,000393913;0,993985134;-0,438863691;0,113111942;0,059607304;0,071286724;0,042786057;0,058592836;0,048565942;4,585294151;10,049560423;4,283192457;6,613432403;2,317267231;7,445964981;1,900198299;2,70209096;3,751278147;4,266756419;5,06289252;4,825188087;4,373713467;10,225932175;9,471457456;23-Henderson;3x5;0,854856304;0,603369308;1,258217979;0,657431865;3;0,113276983;0,308002959;0,536228549;0,350812764;0,561021393;0,503539539;0,831716161;0,859938806;Good;0;Good;0,008;Good;Good;Good;0,462;Good;0,407;Good;0,13;Good;0,289;Good;0,009;Good;0,651;Good;0,488;Good;0,832;Good;0,86;;;;;;;Good;1;Good;1;Good;0,728;Good;0,781;Good;0,978;Good;0,729;Good;0,97;Good;0,06;Uncertain;0,043;Good
RF2894;12;2012-01-31;2021-09-30;117;0;2012-01-31;2021-09-30;117;0;;;;;0;0;;;;;;;;1;0;0;1;0;;;;;;;;;;;;;;;;;;;TC (3-2020);-82,371955;-5,1266;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104;4;-453,953250649;-453,953250649;34199,677147254;915,906501299;916,310541703;926,484064896;5,929553398;18,40137671;18,13403015;-0,104863;Normal with Mean = 0.0 and Stdev = 0.2401922307076307;0,131896;0,5829;Normal with Mean = 3.0 and Stdev = 0.4803844614152614;2,536226;0,3343;0,949425;35,914247;Chi2 with 22 degrees of freedom ;21,940507;0,4634;0;31,082846;18,858744;0;-0,703856;9,723404;0,003791;3,189578;(0,1,1)(0,1,1);0;0;1;1;0;1;1;;;;;-0,535732;;-0,745338;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,293533375;0,379053708;0,124954545;0;0,130038946;0,927580574;;;0,63393164;0,416697567;0,124240424;0;0;0,004674082;0,000000113;0;--.at.AT.A-.AT.At;Present;0,025227276;0;0,608915472;1;0,614062359;0,388711759;0,464490417;--.--.--.--.A-.--;None;None;0,137451455;0,603759015;0,910362463;1;0,997316087;0,90424491;-t.--.--.--.--.--;None;None;0,043461986;0,905528294;0,969378129;1;0,999992808;0,988532387;0,955008893;--.--.--.--.--.--;None;None;0,145211405;0,992235468;-0,403117904;0,076057563;0,01020302;0,257001434;0,133178407;0,171041222;0,12966649;3,772494922;4,4473861;4,182922246;4,395223828;7,635289807;4,7854814;2,20142602;7,553760962;4,503686838;2,817739274;10,282630343;2,075023435;2,796963082;3,354380499;6,880250083;13 terms Henderson moving average;3x5;1,497915856;0,801805012;0,718051055;0,142919971;0,861706529;0,073168898;0,588369253;0,835173262;0,562258152;1,004071001;0,979728345;0,706412087;0,69462195;Good;0;Good;0,001;Good;Bad;Good;0,622;Uncertain;0,031;Uncertain;0,014;Uncertain;0,067;Good;0,009;Good;0,417;Good;0,124;Good;0,706;Good;0,695;;;;;;;Good;1;Good;1;Good;0,986;Good;0,951;Good;0,995;Good;0,676;Good;0,962;Uncertain;0,01;Good;0,133;Good
RF2895;12;2012-01-31;2021-09-30;117;0;2012-01-31;2021-09-30;117;0;;;;;0;0;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;105;2;-498,590691292;-498,590691292;63130,944755833;1001,181382584;1001,299029643;1006,489303284;6,443329418;24,637944617;24,520340391;-1,280982;Normal with Mean = 0.0 and Stdev = 0.23904572186687872;0,308882;0,1963;Normal with Mean = 3.0 and Stdev = 0.47809144373375745;2,640703;0,4523;2,809797;19,945502;Chi2 with 23 degrees of freedom ;39,422242;0,0178;0,765662;16,879902;32,967483;0,665482;1,4787;8,610213;-0,097138;7,215489;(0,0,0)(0,1,1);0;0;0;0;0;1;1;;;;;;;-0,99994;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,094775781;0,759434812;0,477193602;0;0;1,331404195;;;0,429841649;0,185255538;0,528517549;0,000000005;0;0,000107442;0,000198616;0;--.at.at.At.-t.at;Present;0,61476271;0;0,920408264;0,681928196;0,938191462;0,987932384;0,970796152;--.--.--.--.--.--;None;None;0,401685574;0,914414144;0,23969826;1;0,932141108;0,194628347;a-.--.--.--.--.--;None;None;0,229101739;0,225614564;0,382366735;1;0,736882761;0,760571079;0,308840125;--.--.--.--.--.--;None;None;0,242305535;0,280483286;-0,534755434;0,723782759;0,545899305;0,686702026;0,457003319;0,645662689;0,595082931;6,178152373;11,971429762;5,989463927;5,027930651;9,252967141;6,755145616;10,027343145;4,178071205;6,072664271;6,117253847;5,453471877;8,144866271;6,681241943;2,943637363;4,212908347;23-Henderson;3x5;2,119382403;1,830807489;1,792358167;0,400175918;3;0,795785571;0,7274165;0,836520562;0,385411098;0,809044055;0,639149686;1,308553447;1,244005195;Good;0;Good;0,003;Good;Good;Good;0,245;Good;0,645;Uncertain;0,037;Good;0,413;Good;0;Good;0,185;Good;0,529;Bad;1,309;Bad;1,244;;;;;;;Good;1;Good;1;Good;0,767;Good;0,57;Good;0,28;Good;0,305;Good;0,226;Good;0,546;Good;0,457;Good
