;period;start;end;n;missing;start;end;n;log;adjust;lp;;;ntd;nmh;td-derived;;;td-ftest;easter;;;nout;noutao;noutls;nouttc;noutso;td(1);;;td(2);;;td(3);;;td(4);;;td(5);;;td(6);;;out(1);;;out(2);;;out(3);;;out(4);;;out(5);;;out(6);;;out(7);;;out(8);;;out(9);;;out(10);;;out(11);;;out(12);;;out(13);;;out(14);;;out(15);;;out(16);;;out(17);;;out(18);;;out(19);;;out(20);;;out(21);;;out(22);;;out(23);;;out(24);;;out(25);;;out(26);;;;neffectiveobs;np;logvalue;adjustedlogvalue;ssqerr;aic;aicc;bic;bicc;ser;ser-ml;mean;skewness;;;kurtosis;;;dh;lb;lb2;;;seaslb;bp;bp2;seasbp;nudruns;ludruns;nruns;lruns;arima;mean;p;d;q;bp;bd;bq;phi(1);phi(2);phi(3);bphi(1);th(1);th(2);bth(1);seasonality;parameters_cutoff;model_changed;tvar-estimator;tvar-estimate;tvar-pvalue;savar-estimator;savar-estimate;savar-pvalue;svar-estimator;svar-estimate;svar-pvalue;ivar-estimator;ivar-estimate;ivar-pvalue;tscorr-estimator;tscorr-estimate;tscorr-pvalue;ticorr-estimator;ticorr-estimate;ticorr-pvalue;sicorr-estimator;sicorr-estimate;sicorr-pvalue;;;method;cycle;seasonality;irregular;tdh;others;total;logstat;levelstat;fcast-insample-mean;fcast-outsample-mean;fcast-outsample-variance;seas-lin-f;seas-lin-qs;seas-lin-kw;seas-lin-friedman;seas-lin-periodogram;seas-lin-spectralpeaks;seas-si-combined;seas-si-evolutive;seas-si-stable;seas-res-f;seas-res-qs;seas-res-kw;seas-res-friedman;seas-res-periodogram;seas-res-spectralpeaks;seas-res-combined;seas-res-combined3;seas-res-evolutive;seas-res-stable;seas-i-f;seas-i-qs;seas-i-kw;seas-i-periodogram;seas-i-spectralpeaks;seas-i-combined;seas-i-combined3;seas-i-evolutive;seas-i-stable;seas-sa-f;seas-sa-qs;seas-sa-kw;seas-sa-friedman;seas-sa-periodogram;seas-sa-spectralpeaks;seas-sa-combined;seas-sa-combined3;seas-sa-evolutive;seas-sa-stable;seas-sa-ac1;td-sa-all;td-sa-last;td-i-all;td-i-last;td-res-all;td-res-last;ic-ratio-henderson;ic-ratio;msr-global;msr(1);msr(2);msr(3);msr(4);msr(5);msr(6);msr(7);msr(8);msr(9);msr(10);msr(11);msr(12);trendfilter;seasfilter;m1;m2;m3;m4;m5;m6;m7;m8;m9;m10;m11;q;q-m2;definition;;annual totals;;spectral seas peaks;spectral td peaks;normality;;independence;;spectral td peaks;;spectral seas peaks;;number of outliers;;mean;;mse;;q;;q-m2;;seas variance;;irregular variance;;seas/irr cross-correlation;;qs test on sa;;qs test on i;;f-test on sa (seasonal dummies);;f-test on i (seasonal dummies);;combined seasonality test on sa;;combined seasonality test on sa (last 3 years);;combined seasonality test on irregular;;f-test on sa (td);;f-test on i (td);;quality
RF1031;12;2012-01-31;2021-09-30;117;0;2012-01-31;2021-09-30;117;0;;;;;0;0;;;;;;;;3;2;0;1;0;;;;;;;;;;;;;;;;;;;TC (4-2020);-43,841725;-8,9647;AO (7-2020);38,21752;5,6848;AO (7-2013);-29,343858;-4,4933;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;105;6;-353,174080448;-353,174080448;4854,553547712;718,348160896;719,205303753;734,271922996;4,055329229;6,967462628;6,799547287;-0,585268;Normal with Mean = 0.0 and Stdev = 0.23904572186687872;-0,258108;0,2803;Normal with Mean = 3.0 and Stdev = 0.47809144373375745;2,867632;0,7819;1,31942;31,293915;Chi2 with 23 degrees of freedom ;22,194647;0,5085;0,247765;27,873396;18,942006;0,215347;-0,389132;5,151857;-2,058569;31,291458;(0,0,0)(0,1,1);1;0;0;0;0;1;1;;;;;;;-0,620438;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,034311049;0,608329194;0,135838511;0;0,280204119;1,058682873;;;0,544846558;0,053936116;0,020406921;0;0;0;0;0;A-.AT.At.--.AT.-t;Present;0,966800309;0;0,374280057;0,883483639;0,332974113;0,169668215;0,484704461;--.--.--.--.--.--;None;None;0,004099873;0,468873027;0,861161271;1;0,999893028;0,723675217;--.--.--.--.--.--;None;None;0,059003705;0,855710291;0,922502693;1;0,999637194;0,996836935;0,718482109;--.--.--.--.--.--;None;None;0,003971817;0,898662974;-0,536424304;0,019101061;0,058618527;0,027450548;0,067528367;0,165079045;0,182664134;6,447836326;13,719430535;3,968451029;5,954943849;2,95453645;6,719949442;6,564323709;4,449906361;3,064845034;5,858891725;3,014014829;3,431298902;1,69219053;6,814114735;2,937465359;23-Henderson;3x5;0,743030787;1,348333965;2,031115815;0,457343906;3;0,012619588;0,374106468;0,735741089;0,606861071;0,905986136;0,82584576;1,024175459;0,984110924;Good;0;Good;0,001;Good;Bad;Good;0,517;Good;0,116;Uncertain;0,031;Good;0,126;Good;0,026;Uncertain;0,054;Uncertain;0,02;Bad;1,024;Good;0,984;;;;;;;Good;1;Good;1;Good;0,828;Good;0,683;Good;0,834;Good;0,254;Good;0,833;Good;0,059;Good;0,068;Good
RF1032;12;2012-01-31;2021-09-30;117;0;2012-01-31;2021-09-30;117;1;1;;;;6;1;td-derived;-0,038192;-4,1792;0;Easter [1];-0,041989;-2,3821;1;0;1;0;0;Monday;0,006844;0,7299;Tuesday;0,030294;3,2786;Wednesday;0,010768;1,1671;Thursday;0,021863;2,2921;Friday;-0,007236;-0,7578;Saturday;-0,024341;-2,7024;LS (12-2020);-0,179692;-4,063;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104;11;162,251673278;-311,940516872;0,250808995;645,881033743;648,750598961;674,969333634;-5,580878455;0,051654436;0,049108298;-0,024183;Normal with Mean = 0.0 and Stdev = 0.2401922307076307;0,068439;0,7757;Normal with Mean = 3.0 and Stdev = 0.4803844614152614;3,150567;0,754;0,827166;24,285109;Chi2 with 22 degrees of freedom ;19,654685;0,6046;0,001153;21,148001;16,876417;0;-0,469237;4,172388;-0,361255;4,859542;(0,1,1)(0,1,1);0;0;1;1;0;1;1;;;;;-0,53221;;-0,660691;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,179893769;0,425178278;0,102700243;0,22870946;0,328985834;1,265467585;;;0,249300136;0,016911745;0,135700205;0;0;0,000000504;0,000000009;0;At.a-.--.AT.AT.At;Present;0,086957621;0;0,527763794;1;0,469291995;0,75561265;0,354092721;A-.--.--.--.--.--;None;None;0,135359523;0,493748596;0,970056691;1;0,999630211;0,907086019;AT.--.--.--.--.--;None;None;0,40472254;0,967095255;0,979985966;1;0,999504289;0,931991629;0,935487056;--.--.--.--.--.--;None;None;0,355425448;0,962781042;-0,31957138;0,999769981;0,992815388;0,999668222;0,991792277;0,970468172;0,986197099;4,500272996;4,805222941;4,521093144;2,455609869;6,141389804;5,091473042;5,685811747;6,255852028;3,703195075;4,163920352;4,764010819;3,782195468;4,365319199;6,881492029;5,546460961;13 terms Henderson moving average;3x5;1,333739908;1,313022459;1,195051731;0,914687812;0,846557406;0,208437257;0,52884432;0,741697962;0,655881378;0,87024293;0,849008789;0,8462443;0,788552617;Good;0;Good;0,005;Bad;Good;Good;0,661;Good;0,332;Good;0,441;Good;0,243;Good;0,009;Uncertain;0,017;Good;0,136;Good;0,846;Good;0,789;;;;;;;Good;1;Good;1;Good;0,845;Good;0,66;Good;0,829;Good;0,838;Good;0,967;Good;0,993;Good;0,992;Good
RF1039;12;2012-01-31;2021-09-30;117;0;2012-01-31;2021-09-30;117;1;1;;;;6;0;td-derived;-0,02993;-2,4597;0,000000555;;;;1;1;0;0;0;Monday;0,010716;0,8768;Tuesday;0,011995;0,987;Wednesday;0,007411;0,6117;Thursday;0,015927;1,2619;Friday;0,013134;1,0244;Saturday;-0,029252;-2,457;AO (6-2013);-0,250615;-4,0831;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;105;10;135,115189491;-340,769095922;0,444718612;701,538191843;703,878617375;728,077795345;-5,065362992;0,068062365;0,065080069;-0,52107;Normal with Mean = 0.0 and Stdev = 0.23904572186687872;-0,091617;0,7015;Normal with Mean = 3.0 and Stdev = 0.47809144373375745;3,484868;0,3105;2,606808;12,078294;Chi2 with 22 degrees of freedom ;15,886006;0,8215;1,296698;10,181565;13,259606;1,100433;0,544784;1,935867;0,106556;19,865032;(1,0,0)(0,1,1);0;1;0;0;0;1;1;-0,423533;;;;;;-0,599502;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,005352979;0,970833211;0,010424496;0,005128683;0,002819728;0,994559097;;;0,773910701;0,718507539;0,657639321;0;0;0;0;0;At.AT.AT.At.AT.a-;Present;0,004934105;0;0,194467407;0,522908437;0,127492423;0,323213884;0,330759329;-t.--.--.--.--.a-;None;None;0,915818871;0,175177348;0,050363037;0,876898128;0,95873169;0,101461131;--.--.--.--.--.--;None;None;0,237999678;0,044866166;0,10681581;1;0,896309058;0,876200377;0,241415591;--.--.--.--.--.--;None;None;0,563358647;0,032131828;-0,364981733;0,991322322;0,869742971;0,999020469;0,951438666;0,992214419;0,982978458;4,301162004;5,664377421;3,717530682;3,396447194;2,984200025;2,073230892;2,754222223;0,85099946;5,743595354;2,218515736;5,7598035;9,869902064;3,211909177;7,795842639;4,09542793;13 terms Henderson moving average;3x5;0,024477172;0,034362654;1,193555977;0,228671953;3;0,112987727;0,123772402;0,155126851;0,113885536;0,164678483;0,150971022;0,538911615;0,601271599;Good;0;Uncertain;0,018;Good;Good;Good;0,272;Good;0,956;Good;0,165;Good;0,181;Good;0,009;Good;0,719;Good;0,658;Good;0,539;Good;0,601;;;;;;;Good;1;Good;1;Good;0,782;Good;0,487;Bad;0,034;Good;0,434;Uncertain;0,052;Good;0,87;Good;0,951;Good
RF1041;12;2012-01-31;2021-09-30;117;0;2012-01-31;2021-09-30;117;0;;;;;0;0;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104;4;-374,06840291;-374,06840291;7444,426057043;756,136805819;756,540846223;766,714369416;4,404802766;8,585289086;8,460556706;0,734584;Normal with Mean = 0.0 and Stdev = 0.2401922307076307;0,514677;0,0321;Normal with Mean = 3.0 and Stdev = 0.4803844614152614;3,201424;0,675;4,980202;21,535678;Chi2 with 22 degrees of freedom ;28,060864;0,1737;2,216964;18,60156;24,328656;1,676435;-1,173093;6,172183;-0,613828;17,386929;(0,1,1)(0,1,1);1;0;1;1;0;1;1;;;;;-0,878321;;-0,666823;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,100511029;0,540917253;0,29851576;0;0;0,939944042;;;0,503903046;0,334883859;0,123670522;0;0,000000031;0,000002237;0,000008484;0,000000015;At.At.AT.--.At.--;Present;0,153579855;0;0,510189703;0,33005963;0,615168131;0,600600605;0,580203932;--.--.--.--.--.--;None;None;0,146651206;0,503044545;0,964762585;1;0,99988145;0,998733356;--.--.--.--.--.--;None;None;0,426685238;0,966394308;0,975143139;1;0,99980073;0,99986154;0,999437481;--.--.--.--.--.--;None;None;0,019482422;0,974305066;-0,45030789;0,127642304;0,235930403;0,477504673;0,473581938;0,544584057;0,710838753;5,731355982;12,132360436;4,986782505;5,508629466;3,947641741;8,251374166;7,486359465;3,583297027;4,434110825;8,848957605;2,90723386;3,509349175;6,60602418;5,259176381;3,560829114;23-Henderson;3x5;2,050109515;1,217756554;1,680975055;0,4859279;3;0,394713002;0,653605034;0,891532719;0,476715231;1,053928581;0,886720121;1,206459421;1,205063146;Good;0;Good;0,001;Good;Good;Uncertain;0,083;Good;0,488;Good;0,338;Uncertain;0,015;Good;0;Good;0,335;Good;0,124;Bad;1,206;Bad;1,205;;;;;;;Good;1;Good;1;Good;0,991;Good;0,989;Good;0,974;Good;0,926;Good;0,966;Good;0,236;Good;0,474;Good
RF1042;12;2012-01-31;2021-09-30;117;0;2012-01-31;2021-09-30;117;1;1;;;;6;0;td-derived;-0,047328;-3,5917;0,002596899;;;;2;0;1;1;0;Monday;0,021743;1,651;Tuesday;0,01795;1,3411;Wednesday;0,005266;0,3973;Thursday;-0,004856;-0,3595;Friday;0,006505;0,4736;Saturday;0,00072;0,0548;LS (3-2012);-0,290398;-5,6481;TC (3-2020);0,217189;4,2146;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;105;13;139,505839269;-336,425693516;0,330414448;698,851387032;702,851387032;733,352871584;-5,229486676;0,059605734;0,056096384;-0,192703;Normal with Mean = 0.0 and Stdev = 0.23904572186687872;0,463519;0,0525;Normal with Mean = 3.0 and Stdev = 0.47809144373375745;3,493121;0,3023;4,105782;16,836067;Chi2 with 21 degrees of freedom ;12,918516;0,9115;0,000719;14,101305;11,055089;0,000625;-0,622611;3,304403;-1,057762;11,460408;(1,0,1)(0,1,1);1;1;0;1;0;1;1;0,64558;;;;0,867981;;-0,999993;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,04652676;0,534675745;0,278456865;0,063851564;0,208361977;1,131872911;;;0,851280867;0,030819384;0,449812547;0;0,000000036;0,011050505;0,000000589;0;At.AT.--.--.AT.at;Present;0,258949512;0;0,846122436;0,999640412;0,858004423;0,65026981;0,802589944;--.--.--.--.a-.--;None;None;0,29382047;0,86631269;0,513064847;1;0,994358366;0,606592931;--.--.--.--.a-.--;None;None;0,133784259;0,494185612;0,581504726;1;0,998513217;0,816783372;0,408495527;--.--.--.--.a-.--;None;None;0,007853343;0,451682552;-0,355188458;0,789746053;0,752343304;0,986007224;0,974318241;0,981591301;0,971734342;6,545704441;11,381565436;5,948864589;5,64428119;13,258897231;7,340282355;6,849101648;10,21405439;7,117924181;6,784687757;1,50826907;7,32660635;7,821975102;8,087482958;1,74953135;23-Henderson;3x9;1,506466369;1,576465294;1,936527787;0,657431865;3;0,779545836;0,573189279;0,390455745;0,305425139;0,420827348;0,393029489;1,205272392;1,153587304;Good;0;Good;0,004;Good;Good;Good;0,128;Good;0,721;Uncertain;0,017;Good;0,486;Good;0,017;Uncertain;0,031;Good;0,45;Bad;1,205;Bad;1,154;;;;;;;Good;1;Good;1;Good;0,661;Good;0,723;Good;0,518;Good;0,562;Good;0,447;Good;0,752;Good;0,974;Good
RF1051;12;2012-01-31;2021-09-30;117;0;2012-01-31;2021-09-30;117;1;1;;;;6;0;td-derived;-0,016386;-5,7161;0;;;;0;0;0;0;0;Monday;0,001331;0,4628;Tuesday;0,011924;4,1433;Wednesday;0,004958;1,729;Thursday;0,002482;0,8382;Friday;0,007334;2,4613;Saturday;-0,011643;-4,1201;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104;9;282,975324265;-194,906596313;0,02339806;407,813192626;409,728086243;431,612710718;-8,042232245;0,015611848;0,014999378;-0,851842;Normal with Mean = 0.0 and Stdev = 0.2401922307076307;-0,242804;0,3121;Normal with Mean = 3.0 and Stdev = 0.4803844614152614;3,554093;0,2487;3,170429;27,451331;Chi2 with 22 degrees of freedom ;22,666716;0,4207;4,150546;23,059543;19,581;0;-1,173093;5,611103;1,199402;3,998357;(0,1,1)(0,1,1);0;0;1;1;0;1;1;;;;;-0,483258;;-0,801954;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,040309677;0,822042101;0,027924535;0,093245991;0;0,983522304;;;0,342770675;0,708835879;0,70718302;0;0;0;0;0;At.AT.AT.At.AT.AT;Present;0,894785193;0;0,101220299;1;0,129592738;0,117312245;0,043746756;a-.--.-t.-t.--.at;None;None;0,064278685;0,090464128;0,96373198;1;0,999818075;0,943659803;--.--.--.at.--.--;None;None;0,904722624;0,961122607;0,988304697;1;0,999959698;0,941448963;0,98585587;--.--.--.-t.--.--;None;None;0,382484502;0,9706121;-0,349095679;0,934898829;0,568446754;0,999817108;0,988694388;0,974419784;0,854608407;3,379009289;4,058823741;5,827822872;8,095560524;5,322600806;8,56550547;4,104027905;7,642925647;3,572631852;8,791408305;6,179518669;4,738979141;10,964434091;4,305867598;4,538770369;13 terms Henderson moving average;3x5;0,121918513;0,121241413;0,737166164;0,657431865;0,781339289;0,731129149;0,135588114;0,217652843;0,151738476;0,233328844;0,209934457;0,378893594;0,410738246;Good;0;Good;0,003;Good;Good;Good;0,205;Good;0,195;Good;0,647;Good;0,138;Good;0;Good;0,709;Good;0,707;Good;0,379;Good;0,411;;;;;;;Good;1;Good;1;Good;0,999;Good;0,979;Good;0,971;Good;0,99;Good;0,961;Good;0,568;Good;0,989;Good
RF1052;12;2012-01-31;2021-09-30;117;0;2012-01-31;2021-09-30;117;1;1;;;;6;0;td-derived;-0,060007;-2,5411;0,025537699;;;;0;0;0;0;0;Monday;0,023127;0,9783;Tuesday;0,013326;0,5577;Wednesday;-0,014495;-0,6075;Thursday;0,04684;1,9009;Friday;-0,024794;-1,0049;Saturday;0,016004;0,6855;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;105;9;74,114772375;-402,417621232;1,404911557;822,835242464;824,729979306;846,720885615;-3,959398543;0,12034793;0,115672426;1,269288;Normal with Mean = 0.0 and Stdev = 0.23904572186687872;-0,177527;0,4577;Normal with Mean = 3.0 and Stdev = 0.47809144373375745;3,027858;0,9535;0,783592;11,232371;Chi2 with 22 degrees of freedom ;23,871506;0,354;1,046304;9,480961;21,26683;0;-0,155653;2,178959;-0,417764;7,862928;(1,0,0)(0,1,1);0;1;0;0;0;1;1;-0,25574;;;;;;-0,654004;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,003992516;0,989910969;0,038266635;0,006147086;0;1,038317206;;;0,110606735;0,828071221;0,441591597;0;0;0;0;0;At.AT.AT.AT.AT.At;Present;0,274562515;0;0,429922992;1;0,428919092;0,4257153;0,376972975;--.--.--.at.--.A-;None;None;0,772937892;0,410381913;0,985886001;1;0,999703705;0,994506828;--.--.--.--.--.--;None;None;0,115465813;0,984759272;0,990984281;1;0,999124363;0,971150468;0,989787839;--.--.--.--.--.--;None;None;0,058037519;0,995999966;-0,401493316;0,996878268;0,997361932;0,99662045;0,992066325;0,982917097;0,988806469;4,77948056;15,239243001;4,85688305;5,350910934;6,151866094;4,052561314;4,286917447;2,296686209;8,647331165;4,381824091;7,808502313;7,254814911;4,293620985;7,364223176;2,204476398;23-Henderson;3x5;0,195615864;0,272748822;2,053569804;0,4859279;3;0,34275322;0,203682535;0,30101753;0,213431958;0,378400713;0,343406993;0,75961712;0,819791853;Good;0;Uncertain;0,025;Good;Good;Good;0,676;Good;0,971;Good;0,598;Good;0,403;Good;0;Good;0,828;Good;0,442;Good;0,76;Good;0,82;;;;;;;Good;1;Good;1;Good;0,996;Good;0,992;Good;0,996;Good;0,962;Good;0,985;Good;0,997;Good;0,992;Good
RF1061;12;2012-01-31;2021-09-30;117;0;2012-01-31;2021-09-30;117;1;1;;;;6;0;td-derived;-0,024392;-4,6181;0;;;;1;0;1;0;0;Monday;0,00251;0,4715;Tuesday;0,014098;2,6339;Wednesday;0,008257;1,537;Thursday;0,008756;1,5761;Friday;0,008922;1,6123;Saturday;-0,018151;-3,4698;LS (12-2017);-0,07876;-3,9565;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104;10;222,725693604;-254,410923743;0,07913616;528,821847485;531,187438883;555,265756477;-6,779057819;0,028861951;0,027584862;1,681065;Normal with Mean = 0.0 and Stdev = 0.2401922307076307;0,212583;0,3761;Normal with Mean = 3.0 and Stdev = 0.4803844614152614;2,977256;0,9622;0,912688;9,350341;Chi2 with 22 degrees of freedom ;13,353981;0,9228;0;8,149674;11,020417;0;-0,234619;4,555123;0,788301;4,153846;(0,1,1)(0,1,1);0;0;1;1;0;1;1;;;;;-0,657481;;-0,613128;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,056408997;0,2224985;0,091162578;0,178928789;0,437395901;0,986394766;;;0,096489568;0,039212728;0,003442174;0;0;0,00000006;0,000000001;0;--.-T.--.At.aT.a-;Present;0,250937672;0;0,519205848;1;0,388670003;0,235129026;0,458638085;--.--.--.--.at.--;None;None;0,774069775;0,49649541;0,645087696;1;0,996731596;0,604451459;--.--.--.--.--.--;None;None;0,934355383;0,630572769;0,696075425;1;0,964641061;0,932810982;0,342159281;--.--.--.--.--.--;None;None;0,556535792;0,826027368;-0,483287565;0,995274948;0,976925993;0,997407326;0,98976293;0,998841693;0,998477417;5,537616152;8,015835076;3,620983954;7,453356533;4,369269781;4,248785894;2,300140052;1,59635016;1,774275925;6,123701839;4,237908028;5,267890442;7,14077484;5,497502818;3,825062858;23-Henderson;3x5;0,865839366;0,648902636;1,455925025;0,114335976;3;0,151606418;0,543885113;0,922561478;0,677255884;1,155255788;1,112858708;0,958474365;0,996736039;Good;0;Good;0,004;Good;Good;Good;0,634;Good;0,991;Good;0,722;Good;0,236;Good;0,009;Uncertain;0,039;Bad;0,003;Good;0,958;Good;0,997;;;;;;;Good;1;Good;1;Good;0,239;Good;0,444;Good;0,666;Good;0,961;Good;0,631;Good;0,977;Good;0,99;Good
RF1062;12;2012-01-31;2021-09-30;117;0;2012-01-31;2021-09-30;117;1;;;;;0;0;;;;;;;;6;3;1;2;0;;;;;;;;;;;;;;;;;;;LS (1-2020);0,284487;11,8982;TC (1-2021);-0,140204;-4,7459;AO (3-2013);-0,124892;-4,4641;AO (2-2021);-0,153574;-5,1254;AO (1-2019);0,133593;4,7415;TC (6-2020);-0,126253;-4,6561;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104;9;210,197585823;-268,394155977;0,08529659;554,788311953;556,70320557;578,587830046;-6,748750867;0,02980782;0,028638427;0,232864;Normal with Mean = 0.0 and Stdev = 0.2401922307076307;0,669361;0,0053;Normal with Mean = 3.0 and Stdev = 0.4803844614152614;3,628077;0,1911;7,788113;15,090376;Chi2 with 22 degrees of freedom ;13,266561;0,9255;0,169393;12,824889;11,641951;0;0,938474;1,457721;-0,576928;38,827391;(0,1,1)(0,1,1);0;0;1;1;0;1;1;;;;;-0,647579;;-0,95638;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,030392175;0,116111361;0,034571902;0;0,845905155;1,026980595;;;0,869791731;0,345330372;0,039674371;0;0;0,000002324;0;0;a-.At.At.At.AT.AT;Present;0,021190483;0;0,093925115;1;0,082721892;0,15447595;0,225032029;--.--.-T.--.A-.--;None;None;0,29730389;0,084158897;0,994268022;1;0,999160337;0,967381347;--.--.--.--.--.--;None;None;0,2505567;0,992838158;0,996957755;1;0,999533485;0,998990261;0,99005017;--.--.--.--.--.--;None;None;0,320098996;0,992268733;-0,427124916;0,04522235;0,01664141;0,295399261;0,182559305;0,123788992;0,206507948;4,151967607;5,935340334;4,36198439;6,991640882;9,370082906;9,750854544;2,10067232;9,1019514;6,173706024;3,762692781;5,462563996;6,767515311;1,677974174;3,175540074;2,207514059;13 terms Henderson moving average;3x5;0,557823025;3;0,882234374;0,228671953;1,338302202;0,144793756;0,50111911;0,607211773;0,528259746;0,806346634;0,746032708;0,885771734;0,624462622;Good;0;Good;0,001;Good;Good;Uncertain;0,02;Good;0,858;Good;0,64;Good;0,138;Bad;0,051;Good;0,345;Uncertain;0,04;Good;0,886;Good;0,624;;;;;;;Good;1;Good;1;Good;0,991;Good;0,967;Good;0,967;Good;0,959;Good;0,899;Uncertain;0,017;Good;0,183;Good
RF1071;12;2012-01-31;2021-09-30;117;0;2012-01-31;2021-09-30;117;0;;Leap year;2,699066;1,6443;7;0;td-derived;-2,383888;-4,4906;0;;;;1;0;0;1;0;Monday;0,502372;0,9519;Tuesday;0,651022;1,196;Wednesday;0,972517;1,7656;Thursday;0,628113;1,1236;Friday;0,576581;1,0271;Saturday;-0,946717;-1,7824;TC (4-2020);-24,186783;-8,4153;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;105;12;-270,508429606;-270,508429606;1033,835726457;565,016859213;568,408163561;596,864383415;2,774628571;3,316361321;3,137842338;-0,099967;Normal with Mean = 0.0 and Stdev = 0.23904572186687872;-0,170826;0,4748;Normal with Mean = 3.0 and Stdev = 0.47809144373375745;3,349675;0,4645;1,915123;25,730634;Chi2 with 22 degrees of freedom ;21,094237;0,5149;0,249211;22,277716;18,413797;0,216604;0,778263;1,872411;0,295149;9,392325;(1,0,0)(0,1,1);1;1;0;0;0;1;1;-0,484937;;;;;;-0,443589;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,090984788;0,444231415;0,129647886;0,107448674;0,263496111;1,035808875;;;0,926371481;0,269445768;0,355713529;0;0;0,000066923;0,000000269;0;At.At.--.AT.AT.AT;Present;0,03746028;0;0,603855785;0,882845304;0,591692572;0,252742663;0,455350369;--.--.--.--.-t.--;None;None;0,108231717;0,644186435;0,217532238;0,399014413;0,990889002;0,267820983;--.--.--.--.--.a-;None;None;0,038796175;0,203210197;0,388922543;0,453700373;0,993377347;0,965472149;0,354122482;--.--.--.--.--.a-;None;None;0,003291636;0,284246318;-0,315890016;0,999867856;0,75500132;0,992401036;0,910264242;0,992970959;0,866056092;4,490022513;5,753100394;3,799857375;5,941700273;1,655858522;3,39227532;1,926870902;6,79728646;3,339110741;3,065301525;4,082475735;5,992455343;4,956227994;4,616635896;8,842181847;13 terms Henderson moving average;3x5;0,462709734;0,60367463;1,010204743;0,142919971;1,962478939;0,08005705;0,609556865;0,725592424;0,508203484;0,829905592;0,743895629;0,708045641;0,720945429;Good;0;Good;0,003;Good;Good;Good;0,384;Good;0,263;Uncertain;0,022;Good;0,236;Good;0,009;Good;0,269;Good;0,356;Good;0,708;Good;0,721;;;;;;;Good;0,454;Good;0,306;Good;0,879;Good;0,793;Good;0,293;Good;0,799;Good;0,546;Good;0,755;Good;0,91;Good
